,ts_code,name,classify,list_date,delist_date
793,ALXEF,,EQT,20131004,
794,ALXN,,EQT,19960227,
795,ALXXF,,EQT,20131210,
796,ALYA,,EQT,19960926,
797,ALYE,,EQT,19951012,
798,ALYI,,EQT,20021213,
799,AM,,EQT,20170504,
800,AMADF,,EQT,20100812,
801,AMADY,,ADR,20110606,
802,AMAG,,EQT,19860611,
803,AMAL,,EQT,20180613,
804,AMANF,,EQT,20140610,
805,AMAR,,EQT,20120725,
806,AMAT,应用材料,EQT,19721214,
807,AMAZ,,EQT,20051107,
808,AMBA,,EQT,20121010,
809,AMBBY,,ADR,20170731,
810,AMBC,,EQT,20130501,
811,AMBD,,EQT,20040722,
812,AMBFF,,EQT,20170407,
813,AMBK,,EQT,20120725,
814,AMBO,安博教育,ADR,20140519,
815,AMBS,,EQT,20100911,
816,AMBUY,,EQT,20100630,
817,AMBZ,,EQT,19990604,
818,AMC,AMC院线,EQT,20131218,
819,AMCCF,,EQT,20190628,
820,AMCF,,EQT,20100126,
821,AMCI,,EQT,20190123,
822,AMCIU,,EQT,20181116,
823,AMCR,,EQT,20190611,
824,AMCT,,EQT,20160907,
825,AMCX,,EQT,20110618,
826,AMCY,,EQT,19971106,
827,AMCZF,,EQT,20140113,
828,AMD,AMD,EQT,19721214,
829,AMDDW,,EQT,20181120,
830,AMDHF,,EQT,20140113,
831,AMDLY,,ADR,19910507,
832,AMDUF,,EQT,20200324,
833,AMDWF,,EQT,20180531,
834,AME,,EQT,19970801,
835,AMED,,EQT,19940106,
836,AMEFF,,EQT,20180730,
837,AMEH,,EQT,19990409,
838,AMEN,,EQT,19970924,
839,AMEUF,,EQT,20131209,
840,AMFC,,EQT,19960401,
841,AMFL,,EQT,20010808,
842,AMFPF,,EQT,20010612,
843,AMG,,EQT,19971121,
844,AMGDF,,EQT,20190213,
845,AMGN,安进,EQT,19830617,
846,AMGXF,,EQT,20170703,
847,AMGY,美国金属,EQT,20100524,
848,AMH,,EQT,20130801,
849,AMHC,,EQT,20200110,
850,AMHCU,,EQT,20191121,
851,AMHD,,EQT,19981202,
852,AMHFF,,EQT,19600101,
853,AMHPF,,EQT,19600101,
854,AMHV,,EQT,20110207,
855,AMIGF,,EQT,20140113,
856,AMIGY,,ADR,20081017,
857,AMIH,,EQT,20100809,
858,AMIN,,EQT,20100813,
859,AMIQF,,EQT,20130222,
860,AMIUF,,EQT,20190509,
861,AMIVF,,EQT,20150505,
862,AMK,AssetMar,EQT,20190718,
863,AMKAF,,EQT,19880329,
864,AMKBF,,EQT,19880329,
865,AMKBY,,ADR,20120216,
866,AMKR,,EQT,19980429,
867,AMKYF,,EQT,20171213,
868,AMLC,,EQT,19950724,
869,AMLH,,EQT,20020131,
870,AMLLF,,EQT,20140113,
871,AMLM,,EQT,20061127,
872,AMLTF,,EQT,20140113,
873,AMLYY,,ADR,20040114,
874,AMLZF,,EQT,20040302,
875,AMMCF,,EQT,20140113,
876,AMMHF,,EQT,20130507,
877,AMMJ,,EQT,19960222,
878,AMMX,,EQT,19930223,
879,AMN,,EQT,20011030,
880,AMNB,美国国家,EQT,19931231,
881,AMNC,,EQT,20130904,
882,AMNCB,,EQT,20140425,
883,AMNE,,EQT,20010918,
884,AMNF,,EQT,19900427,
885,AMNL,,EQT,19750131,
886,AMNP,,EQT,20120725,
887,AMNTF,,EQT,20160901,
888,AMNZF,,EQT,20140113,
889,AMOCF,,EQT,20190508,
890,AMOO,,EQT,20150126,
891,AMOSF,,EQT,20200323,
892,AMOT,,EQT,19721226,
893,AMOV,,ADR,20010207,
894,AMOVF,,EQT,20140113,
895,AMP,,EQT,20050915,
896,AMPE,,EQT,20080314,
897,AMPG,,EQT,20130603,
898,AMPH,,EQT,20140625,
899,AMPY,,EQT,20161027,
900,AMRA,,EQT,20001101,
901,AMRB,,EQT,19900928,
902,AMRC,,EQT,20100722,
903,AMRCF,,EQT,20190604,
904,AMRH,,EQT,20171117,
905,AMRK,,EQT,20140317,
906,AMRN,,ADR,19930401,
907,AMRPF,,EQT,20181102,
908,AMRR,,EQT,20110907,
909,AMRS,,EQT,20100928,
910,AMRT,,EQT,19770328,
911,AMRU,,EQT,19600101,
912,AMRX,,EQT,19951219,
913,AMRYY,,ADR,20191231,
914,AMRZF,,EQT,20160615,
915,AMS,,EQT,19840703,
916,AMSA,,EQT,20040317,
917,AMSC,,EQT,19911212,
918,AMSF,,EQT,20051111,
919,AMSIY,,ADR,19940922,
920,AMSLF,,EQT,20180525,
921,AMSSY,,ADR,20170327,
922,AMSU,,EQT,20020911,
923,AMSWA,,EQT,19830228,
924,AMSYF,,EQT,20080409,
925,AMT,,EQT,19980605,
926,AMTA,,EQT,19840511,
927,AMTB,,EQT,20180829,
928,AMTBB,,EQT,20180829,
929,AMTD,,EQT,19970304,
930,AMTI,,EQT,20200605,
931,AMTX,,EQT,20041208,
932,AMTY,,EQT,20120725,
933,AMVGF,澳科控股,EQT,20040317,
934,AMVMF,,EQT,20070628,
935,AMWD,,EQT,19860718,
936,AMWK,,EQT,19981224,
937,AMX,,ADR,20010205,
938,AMXEF,,EQT,20140113,
939,AMXVF,,EQT,20140113,
940,AMYUF,,EQT,20200316,
941,AMYZF,,EQT,20140113,
942,AMZN,亚马逊,EQT,19970409,
943,AN,,EQT,19900511,
944,ANAB,,EQT,20170126,
945,ANAS,,EQT,19980706,
946,ANAT,,EQT,19721214,
947,ANAV,,EQT,20141224,
948,ANCE,,EQT,20110311,
949,ANCN,,ADR,20190212,
950,ANCSQ,,EQT,19980610,
951,ANCTF,,EQT,19600101,
952,ANCUF,,EQT,20061228,
953,ANDA,,EQT,20190306,
954,ANDAU,,EQT,20190129,
955,ANDC,,EQT,20131218,
956,ANDE,,EQT,19960220,
957,ANDGF,,EQT,20140711,
958,ANDHF,,EQT,20200213,
959,ANDI,,EQT,20100512,
960,ANDL,,EQT,20050712,
961,ANDR,,EQT,19620702,
962,ANET,,EQT,20140607,
963,ANEWF,,EQT,20140113,
964,ANF,爱芬奇,EQT,19960926,
965,ANFC,,EQT,20100702,
966,ANFGF,,EQT,20140113,
967,ANGBF,,EQT,19800326,
968,ANGCF,,EQT,20140113,
969,ANGGF,,EQT,20140113,
970,ANGI,,EQT,20111117,
971,ANGO,,EQT,20040309,
972,ANGPY,,ADR,19770415,
973,ANGUF,,EQT,19600101,
974,ANGVF,,EQT,20200622,
975,ANH,,EQT,19980312,
976,ANHGY,,ADR,20160428,
977,ANHPRB,,EQT,20180319,
978,ANHPRC,,EQT,20191111,
979,ANIK,,EQT,19930524,
980,ANIOY,,ADR,20081023,
981,ANIP,,EQT,20010724,
982,ANIX,,EQT,20131225,
983,ANKOF,,EQT,20130122,
984,ANLBF,,EQT,20110202,
985,ANLDF,,EQT,20120223,
986,ANMP,,EQT,20141124,
987,ANNMF,,EQT,20160727,
988,ANNSF,,EQT,20150504,
989,ANPC,,ADR,20200130,
990,ANPCF,,EQT,20140123,
991,ANPCY,,ADR,20150428,
992,ANPDF,,EQT,20070622,
993,ANPDY,,ADR,20081015,
994,ANPFF,,EQT,20141231,
995,ANPOF,,EQT,20180413,
996,ANRCF,,EQT,20110124,
997,ANSLF,,EQT,19781130,
998,ANSLY,,ADR,20071001,
999,ANSS,,EQT,19960619,
1000,ANSU,,EQT,20050905,
1001,ANTE,悦航阳光,EQT,20071026,
1002,ANTGF,,EQT,20171023,
1003,ANTH,,EQT,20100301,
1004,ANTI,,EQT,19881014,
1005,ANTM,,EQT,20011030,
1006,ANTOF,,EQT,20150305,
1007,ANVS,,EQT,20200129,
1008,ANVV,,EQT,20180202,
1009,ANXGF,,EQT,20130430,
1010,ANY,,EQT,20130812,
1011,ANZBY,,EQT,19890206,
1012,ANZFF,,EQT,20011207,
1013,ANZLY,,ADR,20160407,
1014,AOBI,,EQT,20120529,
1015,AOCIF,,EQT,20120502,
1016,AOECF,,EQT,20200316,
1017,AOGC,,EQT,20030812,
1018,AOHLF,,EQT,20200416,
1019,AOIFF,,EQT,19600101,
1020,AOLS,,EQT,19960201,
1021,AOMFF,,EQT,20140113,
1022,AOMOY,,ADR,20010109,
1023,AON,,EQT,19800530,
1024,AONCF,,EQT,20140922,
1025,AONNF,,EQT,19740924,
1026,AONNY,,ADR,19900928,
1027,AOOO,,EQT,19990614,
1028,AOREF,,EQT,20060426,
1029,AOS,,EQT,19830930,
1030,AOSL,,EQT,20100430,
1031,AOTOF,,EQT,20000313,
1032,AOTUF,,EQT,20140113,
1033,AOTVF,,EQT,20140113,
1034,AOVTF,,EQT,20140113,
1035,AOWDF,,EQT,20150304,
1036,AOXG,,EQT,20000822,
1037,AOXY,,EQT,19810716,
1038,AOZOF,,EQT,20140425,
1039,AOZOY,,ADR,20120827,
1040,AP,,EQT,19620702,
1041,APA,,EQT,19630802,
1042,APAAF,,EQT,20170113,
1043,APAFF,,EQT,19600101,
1044,APAJF,,EQT,20000517,
1045,APAM,,EQT,20130307,
1046,APCDF,,EQT,20140113,
1047,APCOF,,EQT,20130729,
1048,APCX,,EQT,19970207,
1049,APD,,EQT,19620702,
1050,APDN,,EQT,19991101,
1051,APDSF,,EQT,20140113,
1052,APEI,,EQT,20071106,
1053,APELF,,EQT,20160502,
1054,APELY,,ADR,20010109,
1055,APEMY,,EQT,20110126,
1056,APEN,,EQT,19910620,
1057,APEOF,,EQT,19600101,
1058,APEUF,,EQT,20100813,
1059,APEX,,EQT,19910605,
1060,APG,,EQT,20171011,
1061,APGI,,EQT,19951005,
1062,APGLF,,EQT,20120830,
1063,APGMF,,EQT,20140115,
1064,APH,安费诺,EQT,19911108,
1065,APHA,,EQT,20150318,
1066,APHE,,EQT,20170720,
1067,APHTF,,EQT,20170125,
1068,API,,EQT,20200626,
1069,APLD,,EQT,20020115,
1070,APLE,,EQT,20150518,
1071,APLIF,,EQT,20200520,
1072,APLN,,EQT,20040323,
1073,APLO,,EQT,20031024,
1074,APLS,,EQT,20171109,
1075,APLT,,EQT,20190514,
1076,APLUF,,EQT,20200624,
1077,APM,,EQT,20181218,
1078,APMCF,,EQT,19600101,
1079,APMFF,,EQT,19600101,
1080,APMSF,,EQT,20120522,
1081,APNHF,,EQT,20140113,
1082,APNHY,,ADR,20090123,
1083,APO,,EQT,20110331,
1084,APOG,,EQT,19721214,
1085,APOP,,ADR,20160729,
1086,APOPRA,,EQT,20170301,
1087,APPB,,EQT,20160602,
1088,APPCF,,EQT,20170316,
1089,APPEF,,EQT,20180403,
1090,APPF,,EQT,20150626,
1091,APPM,,EQT,20041005,
1092,APPN,,EQT,20170525,
1093,APPS,,EQT,20060609,
1094,APPZ,,EQT,20100309,
1095,APQT,,EQT,20181220,
1096,APRAF,,EQT,19600101,
1097,APRE,,EQT,20191003,
1098,APRM,,EQT,20040525,
1099,APRN,,EQT,20170629,
1100,APRO,,EQT,20070514,
1101,APRU,,EQT,20071016,
1102,APSI,,EQT,20140122,
1103,APT,,EQT,20000404,
1104,APTCF,,EQT,20010216,
1105,APTEF,,EQT,20120120,
1106,APTL,,EQT,19901228,
1107,APTO,,EQT,20100426,
1108,APTPF,,EQT,20130603,
1109,APTS,,EQT,20110402,
1110,APTTF,,EQT,20130904,
1111,APTV,,EQT,20111117,
1112,APTVPRA,,EQT,20200611,
1113,APTX,,EQT,20180621,
1114,APTY,,EQT,20151116,
1115,APVNF,,EQT,20140113,
1116,APVO,,EQT,20160720,
1117,APVS,,EQT,20120726,
1118,APWC,亚太电线,EQT,19970326,
1119,APWL,,EQT,20040624,
1120,APXNF,,EQT,20180622,
1121,APXT,,EQT,20191105,
1122,APXTU,,EQT,20190917,
1123,APYI,,EQT,19830922,
1124,APYP,,EQT,20141215,
1125,APYRF,,EQT,20070507,
1126,APYX,,EQT,19830721,
1127,AQARF,,EQT,20060502,
1128,AQB,,EQT,20170111,
1129,AQBN,,EQT,20150604,
1130,AQCP,,EQT,20020613,
1131,AQFD,,EQT,20190828,
1132,AQFH,,EQT,20120723,
1133,AQIS,,EQT,19940519,
1134,AQMS,,EQT,20150731,
1135,AQN,,EQT,19600101,
1136,AQQRF,,EQT,20170908,
1137,AQQSQ,,EQT,20011120,
1138,AQSP,,EQT,19990604,
1139,AQST,,EQT,20180725,
1140,AQSZF,,EQT,20150616,
1141,AQUA,,EQT,20171118,
1142,AQUI,,EQT,20000225,
1143,AR,,EQT,20131010,
1144,ARA,,EQT,20160421,
1145,ARAFF,,EQT,20070313,
1146,ARAO,,EQT,19990331,
1147,ARAT,,EQT,20140219,
1148,ARAV,,EQT,20140324,
1149,ARAY,,EQT,20070207,
1150,ARBFF,,EQT,20140626,
1151,ARBI,,EQT,20100521,
1152,ARBTF,,EQT,20160308,
1153,ARBU,,EQT,20010212,
1154,ARBV,,EQT,20120729,
1155,ARC,,EQT,20041020,
1156,ARCAY,,ADR,19931230,
1157,ARCB,,EQT,19920513,
1158,ARCE,,EQT,20180926,
1159,ARCH,,EQT,20161005,
1160,ARCO,,EQT,20110415,
1161,ARCS,,EQT,20100818,
1162,ARCT,,EQT,20130522,
1163,ARCUF,,EQT,20100312,
1164,ARCVF,,EQT,20140113,
1165,ARCW,,EQT,20190722,
1166,ARCXF,,EQT,20140113,
1167,ARD,,EQT,20170315,
1168,ARDMQ,,EQT,20130919,
1169,ARDS,,EQT,20190124,
1170,ARDX,,EQT,20140619,
1171,ARDZF,,EQT,20190715,
1172,ARE,,EQT,19970523,
1173,AREB,,EQT,20180123,
1174,AREC,,EQT,20151125,
1175,AREM,,EQT,19880204,
1176,ARES,,EQT,20140502,
1177,ARESF,,EQT,20140113,
1178,ARESPRA,,EQT,20160614,
1179,AREVF,,EQT,20190430,
1180,AREXQ,,EQT,20071019,
1181,ARFXF,,EQT,20140113,
1182,ARGC,,EQT,20181127,
1183,ARGGY,,ADR,20190416,
1184,ARGKF,,EQT,20140113,
1185,ARGL,,EQT,20060302,
1186,ARGNF,,EQT,20150430,
1187,ARGO,,EQT,19870325,
1188,ARGQ,,EQT,20160602,
1189,ARGTF,,EQT,20191009,
1190,ARGW,,EQT,19970925,
1191,ARGX,,ADR,20170518,
1192,ARGYF,,EQT,20150603,
1193,ARHH,,EQT,20170719,
1194,ARHI,,EQT,19970410,
1195,ARHN,,EQT,19930924,
1196,ARHOF,,EQT,20170120,
1197,ARHTF,,EQT,19600101,
1198,ARHUF,,EQT,20140627,
1199,ARHVF,,EQT,20110706,
1200,ARI,,EQT,20090924,
1201,ARINA,,EQT,19870612,
1202,ARIZF,,EQT,19600101,
1203,ARKAF,,EQT,20140113,
1204,ARKAY,,ADR,20060505,
1205,ARKR,,EQT,19851212,
1206,ARKTF,,EQT,20140113,
1207,ARL,,EQT,19691002,
1208,ARLCF,,EQT,20191220,
1209,ARLLF,,EQT,20171201,
1210,ARLO,,EQT,20180803,
1211,ARLP,,EQT,19990817,
1212,ARLUF,,EQT,20140131,
1213,ARMC,,EQT,20100308,
1214,ARME,,EQT,20010109,
1215,ARMK,,EQT,20131212,
1216,ARMP,,EQT,19940520,
1217,ARMVF,,EQT,20120328,
1218,ARMZF,,EQT,20140113,
1219,ARNA,阿里那,EQT,20000727,
1220,ARNC,,EQT,20200401,
1221,ARNGF,,EQT,20100315,
1222,ARNI,,EQT,20060823,
1223,AROC,,EQT,20070821,
1224,AROSF,,EQT,20130927,
1225,AROW,,EQT,19800806,
1226,ARPC,,EQT,19980709,
1227,ARPO,,EQT,20170808,
1228,ARPTF,,EQT,20190607,
1229,ARQT,,EQT,20200131,
1230,ARR,ARMOUR住,EQT,20071203,
1231,ARRAF,,EQT,20140304,
1232,ARREF,,EQT,19931008,
1233,ARRJF,,EQT,20180821,
1234,ARRLF,,EQT,20180110,
1235,ARRPRC,,EQT,20200127,
1236,ARRPY,,ADR,20180216,
1237,ARRRF,,EQT,20170621,
1238,ARRT,,EQT,20121010,
1239,ARRXF,,EQT,20190813,
1240,ARSC,,EQT,19980804,
1241,ARSEF,,EQT,20140113,
1242,ARSLF,,EQT,20140113,
1243,ARSN,,EQT,20150910,
1244,ARSP,,EQT,20100713,
1245,ARSRF,,EQT,20160608,
1246,ARSSF,,EQT,20200317,
1247,ARST,,EQT,20110916,
1248,ARSUF,,EQT,20140424,
1249,ARTAF,,EQT,20150805,
1250,ARTD,,EQT,20000328,
1251,ARTH,,EQT,20160602,
1252,ARTL,,EQT,20171114,
1253,ARTM,,EQT,20020124,
1254,ARTNA,自流资源,EQT,19930630,
1255,ARTNB,,EQT,19840920,
1256,ARTR,,EQT,20100512,
1257,ARTTF,,EQT,20170808,
1258,ARTW,,EQT,19721214,
1259,ARTZF,,EQT,20140113,
1260,ARUXF,,EQT,20140113,
1261,ARVCF,,EQT,19940617,
1262,ARVN,,EQT,20180927,
1263,ARVY,,EQT,20060306,
1264,ARW,艾睿,EQT,19620702,
1265,ARWD,,EQT,20120724,
1266,ARWGF,,EQT,20170331,
1267,ARWJF,,EQT,19600101,
1268,ARWR,,EQT,20010418,
1269,ARXRF,,EQT,19600101,
1270,ARXXL,,EQT,20180202,
1271,ARYA,,EQT,20181212,
1272,ARYAU,,EQT,20181005,
1273,ARYBU,,EQT,20200605,
1274,ARYC,,EQT,20010405,
1275,ARYMF,,EQT,20140113,
1276,ARYX,,EQT,20071106,
1277,ARZGF,,EQT,20140113,
1278,ARZGY,,ADR,20081024,
1279,ARZTF,,EQT,20080609,
1280,ARZTY,,ADR,20100816,
1281,ASAGF,,EQT,20040713,
1282,ASAM,,EQT,19990806,
1283,ASASF,,EQT,20110512,
1284,ASAZF,,EQT,20140113,
1285,ASAZY,,ADR,20080429,
1286,ASB,,EQT,19751208,
1287,ASBFF,,EQT,20140113,
1288,ASBFY,,ADR,19920626,
1289,ASBPRC,,EQT,20180319,
1290,ASBPRD,,EQT,20180319,
1291,ASBPRE,,EQT,20180920,
1292,ASBPRF,,EQT,20200611,
1293,ASBRF,,EQT,20140113,
1294,ASBRY,,ADR,20081013,
1295,ASC,,EQT,20130801,
1296,ASCBQ,,EQT,20000104,
1297,ASCC,,EQT,20120313,
1298,ASCCF,,EQT,20140113,
1299,ASCCY,,ADR,20141112,
1300,ASCJF,,EQT,20130429,
1301,ASCK,,EQT,20160614,
1302,ASCLF,,EQT,20191119,
1303,ASCN,,EQT,19930415,
1304,ASDN,,EQT,20100927,
1305,ASDOF,,EQT,20140113,
1306,ASDRF,,EQT,20110418,
1307,ASDZF,,EQT,19600101,
1308,ASEJF,,EQT,19961210,
1309,ASEKF,,EQT,20140113,
1310,ASEKY,,ADR,20081205,
1311,ASFI,阿斯塔,EQT,19951114,
1312,ASFJ,,EQT,19900220,
1313,ASFT,,EQT,20180209,
1314,ASFX,,EQT,19961119,
1315,ASFZ,,EQT,20000410,
1316,ASGLF,,EQT,20071009,
1317,ASGLY,,ADR,19750106,
1318,ASGN,,EQT,19920922,
1319,ASGOF,,EQT,20120502,
1320,ASGRF,,EQT,20200128,
1321,ASGTF,,EQT,20120724,
1322,ASGXF,,EQT,20001004,
1323,ASH,亚什兰,EQT,19620702,
1324,ASHS,,EQT,20140521,
1325,ASHTF,,EQT,20140113,
1326,ASHTY,,ADR,20140702,
1327,ASHXF,,EQT,19600101,
1328,ASIN,,EQT,20080404,
1329,ASIX,,EQT,20160916,
1330,ASKDF,,EQT,20120731,
1331,ASKE,,EQT,20100406,
1332,ASKH,,EQT,20130129,
1333,ASKTF,,EQT,20131209,
1334,ASLEF,,EQT,20161004,
1335,ASLM,,EQT,19750131,
1336,ASLN,,ADR,20180504,
1337,ASLRF,,EQT,20140113,
1338,ASM,,EQT,19970829,
1339,ASMB,,EQT,20101218,
1340,ASMIY,,ADR,19810512,
1341,ASML,,ADR,19950315,
1342,ASMLF,,EQT,20130315,
1343,ASMVF,,EQT,20140113,
1344,ASMVY,,ADR,20120307,
1345,ASMXF,,EQT,20200316,
1346,ASNA,Ascena,EQT,19830504,
1347,ASNB,,EQT,19960604,
1348,ASNCF,,EQT,20140113,
1349,ASND,,ADR,20150128,
1350,ASNHF,,EQT,20110208,
1351,ASNT,,EQT,20150216,
1352,ASNXF,,EQT,20130509,
1353,ASOMF,,EQT,20140113,
1354,ASOMY,,ADR,20100602,
1355,ASOZF,,EQT,20090513,
1356,ASOZY,,ADR,20100724,
1357,ASPCF,,EQT,20111101,
1358,ASPN,,EQT,20140613,
1359,ASPR,,EQT,20020416,
1360,ASPS,,EQT,20090731,
1361,ASPT,,EQT,20151217,
1362,ASPU,,EQT,20110701,
1363,ASPW,,EQT,20091030,
1364,ASPXF,,EQT,20091201,
1365,ASPZ,,EQT,20010109,
1366,ASR,,ADR,20000927,
1367,ASRAF,,EQT,20131025,
1368,ASRMF,,EQT,20000927,
1369,ASRPF,,EQT,20191230,
1370,ASRRF,,EQT,20170612,
1371,ASRT,,EQT,19971202,
1372,ASRV,,EQT,19841130,
1373,ASRVP,,EQT,20010606,
1374,ASSF,,EQT,20200601,
1375,ASSLF,,EQT,20110708,
1376,ASTC,,EQT,19951221,
1377,ASTE,Astec实,EQT,19860618,
1378,ASTI,,EQT,20060710,
1379,ASTO,,EQT,19600101,
1380,ASTPF,,EQT,20170213,
1381,ASTTF,,EQT,20180809,
1382,ASTVF,,EQT,20110707,
1383,ASUR,,EQT,19920407,
1384,ASUTZ,,EQT,20100630,
1385,ASUUY,,GDR,20030721,
1386,ASWRF,,EQT,19790102,
1387,ASX,日月光半,ADR,20180420,
1388,ASXFF,,EQT,20140113,
1389,ASXFY,,ADR,20100719,
1390,ASXSF,,EQT,19600101,
1391,ASYS,,EQT,19830802,
1392,ASZP,,EQT,19961028,
1393,AT,,EQT,20100723,
1394,ATADF,,EQT,19600101,
1395,ATAR,,EQT,20110308,
1396,ATASF,,EQT,20140113,
1397,ATASY,,ADR,20081024,
1398,ATAX,,EQT,19860425,
1399,ATAZF,,EQT,20130613,
1400,ATBHF,,EQT,20140611,
1401,ATBPF,,EQT,20141009,
1402,ATBYF,,EQT,20110829,
1403,ATCD,,EQT,19721214,
1404,ATCMF,,EQT,20130211,
1405,ATCN,,EQT,19901019,
1406,ATCO,,EQT,20050809,
1407,ATCOPRD,,EQT,20160302,
1408,ATCOPRE,,EQT,20180525,
1409,ATCOPRG,,EQT,20171102,
1410,ATCOPRH,,EQT,20180319,
1411,ATCOPRI,,EQT,20180913,
1412,ATCV,,EQT,19871124,
1413,ATCX,,EQT,20190123,
1414,ATDEF,,EQT,19600101,
1415,ATDRF,,EQT,20151201,
1416,ATDRY,,ADR,20150811,
1417,ATDS,,EQT,19981008,
1418,ATEC,ALPHATEC,EQT,20060601,
1419,ATEN,,EQT,20140321,
1420,ATEX,,EQT,20150203,
1421,ATEYY,,ADR,20010917,
1422,ATFS,,EQT,20120724,
1423,ATGE,,EQT,19910621,
1424,ATGFF,,EQT,20100716,
1425,ATGGF,,EQT,20180918,
1426,ATGN,,EQT,19991005,
1427,ATGSF,,EQT,20140113,
1428,ATGSY,,ADR,20110119,
1429,ATGVF,,EQT,20161116,
1430,ATH,,EQT,20161209,
1431,ATHC,,EQT,19901005,
1432,ATHE,,ADR,20020905,
1433,ATHI,,EQT,20101129,
1434,ATHJF,,EQT,20140113,
1435,ATHJY,,ADR,20050110,
1436,ATHM,汽车之家,ADR,20131211,
1437,ATHOF,,EQT,20100427,
1438,ATHPRA,,EQT,20190607,
1439,ATHPRB,,EQT,20190917,
1440,ATHPRC,,EQT,20200605,
1441,ATHX,,EQT,20061110,
1442,ATI,阿利根尼,EQT,19870508,
1443,ATIF,,EQT,20190503,
1444,ATIG,,EQT,20040323,
1445,ATIN,,EQT,19910805,
1446,ATIW,,EQT,19890124,
1447,ATIXF,,EQT,20140114,
1448,ATKR,,EQT,20160610,
1449,ATLC,,EQT,19990415,
1450,ATLCY,,ADR,19891128,
1451,ATLDF,,EQT,20140113,
1452,ATLIF,,EQT,20170526,
1453,ATLKF,,EQT,20140113,
1454,ATLKY,,ADR,19920626,
1455,ATLO,艾姆斯,EQT,19950417,
1456,ATLS,,EQT,20150224,
1457,ATLT,,EQT,20160404,
1458,ATMO,,EQT,19981007,
1459,ATMRF,,EQT,20110915,
1460,ATMS,,EQT,20131209,
1461,ATNE,,EQT,20010829,
1462,ATNI,大西洋电,EQT,19911114,
1463,ATNM,,EQT,20110602,
1464,ATNNF,,EQT,20110701,
1465,ATNP,,EQT,19970512,
1466,ATNX,,EQT,20170614,
1467,ATO,ATMOS能,EQT,19831228,
1468,ATOM,,EQT,20160805,
1469,ATONF,,EQT,20110810,
1470,ATONY,,ADR,20130131,
1471,ATOR,,EQT,20001207,
1472,ATOS,,EQT,20121108,
1473,ATOXF,,EQT,20120413,
1474,ATPGQ,,EQT,20171216,
1475,ATPL,,EQT,19870827,
1476,ATPT,,EQT,20101026,
1477,ATR,Aptar,EQT,19930423,
1478,ATRA,,EQT,20141016,
1479,ATRBF,,EQT,20090820,
1480,ATRC,AtriCure,EQT,20050627,
1481,ATRCF,,EQT,20140107,
1482,ATRGF,,EQT,20101012,
1483,ATRI,Atrion公,EQT,19721214,
1484,ATRLF,,EQT,20170814,
1485,ATRO,Astronic,EQT,19750102,
1486,ATROB,,EQT,20120724,
1487,ATRRF,,EQT,20180625,
1488,ATRS,安塔尔,EQT,19961003,
1489,ATRVF,,EQT,20110406,
1490,ATRX,,EQT,20120202,
1491,ATSAF,,EQT,20140113,
1492,ATSG,,EQT,20030725,
1493,ATSKF,,EQT,20140113,
1494,ATTBF,,EQT,20120920,
1495,ATTGF,,EQT,20161207,
1496,ATTLF,,EQT,20140113,
1497,ATTO,,EQT,20141002,
1498,ATTRF,,EQT,20140113,
1499,ATUMF,,EQT,20200610,
1500,ATURF,,EQT,20141110,
1501,ATUS,,EQT,20170622,
1502,ATUSF,,EQT,20140113,
1503,ATUUF,,EQT,20180522,
1504,ATV,橡果国际,ADR,20070503,
1505,ATVDY,,ADR,20171023,
1506,ATVI,动视暴雪,EQT,19830609,
1507,ATVK,,EQT,20121128,
1508,ATVOF,,EQT,20120308,
1509,ATVVF,,EQT,20180109,
1510,ATVXF,,EQT,20170126,
1511,ATWT,,EQT,19980313,
1512,ATXG,,EQT,20161212,
1513,ATXI,,EQT,20170627,
1514,ATXMF,,EQT,20091001,
1515,ATYG,,EQT,19991105,
1516,ATYM,,EQT,20080206,
1517,ATZAF,,EQT,20170608,
1518,AU,,ADR,19721214,
1519,AUB,,EQT,19931006,
1520,AUBAP,,EQT,20200603,
1521,AUBN,,EQT,19950906,
1522,AUCM,,EQT,20050310,
1523,AUCOY,,ADR,20150116,
1524,AUDC,,EQT,19990528,
1525,AUDGF,,EQT,20190812,
1526,AUDVF,,EQT,20071011,
1527,AUEEF,,EQT,20140113,
1528,AUG,,EQT,20110311,
1529,AUHEF,,EQT,20140113,
1530,AUIAF,,EQT,20170413,
1531,AUKNY,,ADR,20110214,
1532,AUKUF,,EQT,20121019,
1533,AULGF,,EQT,20050308,
1534,AULRF,,EQT,20150210,
1535,AUMC,,EQT,19990329,
1536,AUMN,,EQT,20090327,
1537,AUMTF,,EQT,20190826,
1538,AUNFF,,EQT,19960722,
1539,AUNM,,EQT,20040630,
1540,AUNXF,,EQT,20140113,
1541,AUOTY,,ADR,20020419,
1542,AUPH,,EQT,20140113,
1543,AURI,,EQT,20020918,
1544,AURM,,EQT,20120724,
1545,AURQF,,EQT,20200624,
1546,AURT,,EQT,20120724,
1547,AURX,,EQT,20170214,
1548,AUSAF,,EQT,20180928,
1549,AUSDF,,EQT,20130205,
1550,AUSI,,EQT,19600101,
1551,AUSTF,,EQT,20090902,
1552,AUSVF,,EQT,20140113,
1553,AUTL,,ADR,20180622,
1554,AUTLF,,EQT,19981204,
1555,AUTLY,,ADR,20050202,
1556,AUTO,,EQT,19990323,
1557,AUTR,,EQT,20110120,
1558,AUUMF,,EQT,20180702,
